top # of balance,,spam_score,adr,balance@0516,note,
187,spam_score:,12,GAGIHCZPSDQO6ZSEYOY6XAPKCLUKAU355BGKCPRSHXGKWQ2THSXCR3UJ,"36,561 ",,
256,spam_score:,12,GCCROFOGFPBI5UDTD5L6XIHRQJNVRAA44Y5EOXYCY3JTT5WGVK6WSGL3,"30,034 ",,
261,spam_score:,12,GAKGHUBX3VYVY4F55GIFFEHVB2VSRUEXIRZD575EQTV3MHEUZI2V2IFM,"30,002 ",,
274,spam_score:,12,GCZGRACFBQZQ37LPJARMRNZ7BG2DUUDO2HIPJJKPANQMC5DGIWH2V3DJ,"29,308 ",,
456,spam_score:,12,GAXAEGC7BYWHFBBMBACWPAMVHZBODF56NQX5N4DM266OTOEKUBXX4SVJ,"20,161 ",,
531,spam_score:,12,GBMDFMUYG6I346PD2UDDNCDZPA7MQQBZZCFBM7ICT45YJIQHUTF42QZD,"18,001 ",,
567,spam_score:,12,GCMICDDS35776253GFON6EOGZ6WFPJCXGNJG7MUDFRVYAV5L63WYXHT2,"16,979 ",,
630,spam_score:,12,GA2DRPQ5QMYWMPSUIP4BJYC56AHDTCQKXNA5DLQ7WKUQQPUZPI77EUFY,"15,333 ",,
649,spam_score:,12,GAB6DCUUYTUM2PH2VN3SJLHBOLWKL6FBXWSKPGWY3EB7NN3QSJ2XBSDY,"15,052 ",,
784,spam_score:,12,GDYV5IWAPCNEHA7W6Z25DVUUBGGOFBWFKWLKGVSEF56SE2IDKWAZT75Q,"12,605 ",,
869,spam_score:,12,GAGFCVGFFO4BZIHLVF5PEV5XC3B2LNEHKA35VTRNLGLDW4ZY5WXBJM7G,"11,424 ",,
1328,spam_score:,12,GAKIQYPHLSDBS7GJLFGPJJFPJ4HL57P5JGOOZXQS74XWQQPABJQDQ7UP,"8,540 ",,
1798,spam_score:,12,GAIUKROO6LBB3EKFYV2ZUUWJCQQ4RRVV3R2PZTBEQG4X3ZQAIDYOTHIW,"6,472 ",,
2376,spam_score:,12,GA6KM7X24AFTYZTEP7ZFN7AVCTYPEGYAINDLKDNMDJI4VG4ULOLP2DJZ,"5,030 ",,
2479,spam_score:,12,GDB2WT62IER2FJLYD7HRZ33JQZ2O32UNZ6G2KDQUGYFLLQZHQSE76KBP,"5,000 ",,
2842,spam_score:,12,GAR3Z773CL6G7FWPIXDGJNDNSAL6R4IWGMBFBWOFDWRCNGYSOMLZKCPC,"4,301 ",,
2940,spam_score:,12,GA3NWOGAZZOPAT4JWLRTGR5KGRBXZX62LBXALJK4MMB56ENOD3GJLZVV,"4,167 ",,
4524,spam_score:,12,GAJU2ZGAG3EOUFB6KWJAEOPXGJ3RVIZCAJVNIKA7Q2NP4TNLYRV5Q64G,"2,625 ",,
4728,spam_score:,12,GCYR2HW3P63WL7BNLVCOZFLG6PM2UNKVGTS5SL7DPMYK2WN64VE75OQF,"2,475 ",,
8028,spam_score:,12,GCE3M2FSEAZ6JC4ZMEQFJO3HO4H7TSAEG37TDA4PNIFLRTQ7KPVGKSRG,"1,003 ",,
9504,spam_score:,12,GBCLYH2RKGHXLPMQB3RUO5W4P65JBDDQ5XWW5SYWFDUCJ6MN7RWI4M2J,531 ,,
10521,spam_score:,12,GAHQ7V2YO4RL2XSXEHZL3BUNCHFBWM6SJDE3XHYLD5SOUO3VPQAPPD2B,190 ,,
10733,spam_score:,12,GAY2OAVEZBGEJ2QVX3JD43OXC6NYUEU7WN63L2PZ65RRVB52LAMDZIEY,122 ,,
10763,spam_score:,12,GCSGT6ITL4SYTMGF3U6MKNWI6PAT3SZDKNZJXIU6C23MMINRSHIZVUGN,114 ,,
11255,spam_score:,12,GDRYKGSIGGPXU3RSOYFX7V2Q5JEH2AOXDBMNFDIBU3MAEIPFMYMLMA3E,46 ,,
11418,spam_score:,12,GB4ZRTSQLI7EJADNTNPP3OZJUB2AM3YZJINGBJGLLQBFEVMASKWOVRGO,33 ,,
11617,spam_score:,12,GCWZYV6FWLQLXO5OJQJJPXP46MYAXGSTV5AZAXDPC6DLUW6GW7ZF6WHO,21 ,,
12105,spam_score:,12,GAEUZO46BKGZIVFVLPXJJ7NV7C4SUH2KHUWMATPAA3KIP4ORXQ2W2DXY,7 ,,
12227,spam_score:,12,GD3ZI4URHEJSPVNIBGGQ5VM75MJTWKASX5DFQXR5ZNLOLC3IYCGIKWSW,6 ,,
12720,spam_score:,12,GD3QJT7NS3Z72SAPBRSXPWEAICKYMTYCT52DOKYBJLZKULA3AHEMLMMM,3 ,,
13110,spam_score:,12,GDEIWM46R5BMAPQNDFUXLE6L33ZPQVLYCTN7CHVKC4DBOFKOZD2VBJB7,2 ,,
13308,spam_score:,12,GAWKJK3U7UWDWD7HZGEHZFXFWC3IR3U2QEZ4T7UZP7BJFAFTVFUMB3EQ,2 ,,
13356,spam_score:,12,GDE5IR2X44WDRSGOPQOG6B3GL5VULWH2S566NM7KGLBME75JT222SLOJ,2 ,,
13493,spam_score:,12,GA5HOVC5QOSLKARTHLR2SWKOWFA32VLKQ6CSZCYJRC33S62VTJHI7CIF,2 ,,
14106,spam_score:,12,GCP6CLTEGXIX3ZOYH2EVF572RUAT3PQ4G5TDQ527A7254R6CMA62MOTF,1 ,,
14128,spam_score:,12,GBAF5C2MAUWE4WA3CGQ7Z7WCNQRVLUC3EADVFWBRG6VV6R6PY4UKIGOX,1 ,,
14289,spam_score:,12,GCOIKIYPJXQ7XEEQXVZP3E4WDDAJTI5COVAEXTWXUKC3MQYYVG2BYAMC,1 ,,
14692,spam_score:,12,GDYUL35UCDPBZA3WBHVMGZZAD3U4RH2BRK7MBSOGGCXNAYIZNAKU5PP6,1 ,,
174,spam_score:,11,GDEZ34LC6AM47TBSND6ECSAT2C3DA452E244VNCCVPNCDT6WVOLKB3PM,"38,351 ",,
425,spam_score:,11,GCXSRSLTKWEFLX5LHQ3WXN6YZK267DCG5SYJVG74BQWEVIGCSS2ZC7PB,"21,037 ",,
594,spam_score:,11,GAM3L5FZWKJ64CKMIIAKAQDMB7TP7J3VHQMZ6YSZWYJW7SRWRDKJSHWV,"16,184 ",,
768,spam_score:,11,GBMK32QT7G4ZB6MPBG3Y2AH26VMPSRI7N56E2ZXACEKGKW4VNMZCI4XT,"12,903 ",,
900,spam_score:,11,GALOWG4OMFVC3TDQB7GBRU4GSGBN2N7YSGVG3XULQR3H2YXNRT7UPQ7Y,"11,133 ",,
1115,spam_score:,11,GCIBUN4PIEEAJZNXJQSPM4IIQ7G6O2W2RVS4Y7723K5QIDWPIPLXOU4A,"9,787 ",,
1404,spam_score:,11,GBKQ3UDWMYRNPFJVZX7SVD7OOOCXGEBGCOOCTFK7F4FPNMTTCCMRB725,"8,093 ",,
1717,spam_score:,11,GBZRYA3FOVDQVHX63XNGLTOP72IGOOLGOGKZAMLRIP3BEAJKWIOA7VCN,"6,784 ",,
1784,spam_score:,11,GA2G2CRVRWPY2IGMRYALENOGV6ZOP2GQTE5FYV6RXCJNVFKKRLTW6YYO,"6,507 ",,
2491,spam_score:,11,GB3QUMBPZYJWUAGUKAI6FRDKSMTHMMF57SGVSZIEGID3NEUGMRUAK6X3,"4,973 ",,
3038,spam_score:,11,GBL6WAIUYFGUW6VS5ICPQK4FFRYF7EBWT2GJMXKTHFII7XLKGPFVJUAV,"4,025 ",,
3089,spam_score:,11,GBVJOOLHVAWGNYQS64FBGPYBSTD3LYIIEPAYQNGY5OUYSFYRUCITG5Z4,"4,002 ",,
3114,spam_score:,11,GDQGDKJCEQ5KXGYH5O6QDXRPMQH3SMQZ4RTECUAIHPWJ7B33AXUO7H5E,"4,001 ",,
3276,spam_score:,11,GBILO54SHEPZHKOQCVDC5H6AI5Z754YQX3QQDJOYCDEYMB5DE6MQLPSV,"3,726 ",,
4080,spam_score:,11,GCPEFM4JYIUZ33HOIR4GPZLIQI3UVWVZMXHMLD2VC7D2KKAU6OHOCLQC,"3,001 ",,
4542,spam_score:,11,GCW3J7FQCZWLKW3E5JZVJJFQLRRO6SFJHCBLDNMC6JU4NM46D6DEF2YP,"2,610 ",,
4588,spam_score:,11,GBZAOSUIPSAUYINJJHYBOPGVIGEXHXQFJL2IINE4N6NPROURRFSGXTYI,"2,565 ",,
5349,spam_score:,11,GB64UTVXPOONAWS72FQLG2KZDUDKPTTUFIXQGUP4BH5OVQWAGDQ4UHA6,"2,047 ",,
7424,spam_score:,11,GBG6GVGH2ZWW63EAU45MY7NF6RQD6HMC555OMR4TJR4XUMEYIHWOZ2FO,"1,125 ",,
9508,spam_score:,11,GCBISJ5IELM3HVXZNHJ4NXMHYNQJTKQEVTBQAXOI2J3HTFMZZ3D4MVIQ,530 ,,
9948,spam_score:,11,GD3WUJNWB25WBISHQ5Q3A75FTQQOBK3W53U6DC7ZTO3M35DFYU7PAJLQ,458 ,,
10147,spam_score:,11,GB7SHEJMK2V6BYBS6P7C2GNYXQX2WZYNR4BVGIO533QLHDZCSYQBUJLU,351 ,,
10399,spam_score:,11,GBUY2MIGGNYCAYUVCMZE5PF56GWJXORCYCR4F3JT4NPBFAQSWADFI2MJ,228 ,,
10697,spam_score:,11,GDOSBHKNNQFD72ESZ4T5DBPVPJELSJ2NHKG7PWD5AWDJJBHSJLRC7APB,133 ,,
10886,spam_score:,11,GAZCZ3UJWAFB4BOBXZSTXQXTLS2ZTBRJEWMOYEBF4XJJCKDHZQPS5KFX,94 ,,
11620,spam_score:,11,GAG3AMVYCRKDWNONID3XJRGI3LF6WJ6L2ZFXRES24AK2QCLKIPN6L3J2,21 ,,
11719,spam_score:,11,GAKIKQ7MFOZCDTGAS3XCEGYFPHJRT3ZFA4WR4ZNJLALCFTB7BOCETWAL,16 ,,
11915,spam_score:,11,GCH46G7HUFNW3UE7AEJAETDYG4QQY3PALF3UYLCRD5PN36KEAEC2DYKH,10 ,,
12102,spam_score:,11,GDGKCRGHV3KO6ZNFGR736NOZVHTZZRBI7J2SAOPRNRA5UWMORGDH423M,7 ,,
12157,spam_score:,11,GBDLYCP2FNMW6CFVC2GXPHJUZUEVH3Z5YZHTLQQWN6NV7GASYTSEE7OM,6 ,,
12209,spam_score:,11,GDKBKGJ6NNUQENWFANL6CP2O65TOLOH5VCSLFVLMKB2ZAMXDSGC3TNZE,6 ,,
12269,spam_score:,11,GDS3EAGL2ALMP5GW7K42N5NUIUND4OTTOEJO6BGGW2ZNDJIA7WIS7CYY,5 ,,
12375,spam_score:,11,GA6ZOEBL5VXW5EBM5KZIQEVM3NZUBQYG4WDVZENGYZ3EHZGGMRHUWSMY,4 ,,
12545,spam_score:,11,GAZ7D7AR2CZNT5BADEDF6KOFVKUIQDPQ3IHVULC5NLFDIY7SOHDQRZZ4,3 ,,
12774,spam_score:,11,GDG7TKQKI5ZYVHOOFC43JBCCAQR4XJM6BF7QSQB3MR2YLYQ5W7P2TPWN,2 ,,
13256,spam_score:,11,GANU7JNDL7PNN3BQLDNKMO6XUUNUBOIMQ6MGK5M2DYMPPWMLWE2UEX7E,2 ,,
13597,spam_score:,11,GCDBKZQBKFUFDZMRKRJ7TKBFTWBJAA2YMHNPGHLRO5K6M6ZIKZH46WQQ,2 ,,
13795,spam_score:,11,GDTMBJT4TOEXN5HDMIWGV4IVUN5X4UQK7T42RZINLD6YFUHFJTMMNPGW,1 ,,
14314,spam_score:,11,GCDIDGWOQIDB36UW62O52JEOVOQG5LFKGUSQTK234S476ZS2PTY2NJWE,1 ,,
14466,spam_score:,11,GD7QXAHZ7QV75NGZARY6K54MN6V3NFCK3I5U7BZSPOJM3EIXZ5Y6ECB3,1 ,,
14620,spam_score:,11,GC6FFVZAE3OLPQTRJU5QQL5QVF4TRNOMZGWTM4WSSETTWDGNBG6M3Q4Y,1 ,,
30,spam_score:,10,GDUPXUGENG2YCX4BVYKS3LH4N4UT7BTYPMBOS5UCVTAX2E5IZ6VYLC4L,"108,624 ",,
38,spam_score:,10,GCS2QRWLL5OXEZCWDR7DKU7XWLQYZJRBWVTTQOMWQGY4ZE6ED7H3DDNO,"98,437 ",,
45,spam_score:,10,GALGUWFAWNBOX4JWBGFEL3MLANFCSZCFMHMIPIUZJ4ITERIYEDITEXLY,"90,001 ",,
60,spam_score:,10,GAGPMF576AXCLIAIFSYQLWHBBAL4IEXH2FTBLDOPBQJC44RG7FTZKWRR,"75,356 ",,
263,spam_score:,10,GCKS2ZTN5IDZUUYSKSMCOSDM65UCFT6MR37VQWPBLURXJTJBCQ4AA7O3,"30,001 ",,
355,spam_score:,10,GBGJQS3HGYGJS35MGE4WU6GAG3ADO76MAI5DHJ3HNBQ6VIXK6Q33UXMH,"23,905 ",,
397,spam_score:,10,GDHIGFGVTTIK3UBFXKPWVKOICEMJ3CAX7S23KC7UZGIRBPN2TUDUQK2S,"22,031 ",,
460,spam_score:,10,GDAQIYDFJ36WEVXHCW4POYG55QYHGAVHJ2TQWTIFXY67IK4JUGYDKRAZ,"20,091 ",,
569,spam_score:,10,GDILT5CDEGRVVTBTJ7TKZZPLAPVHLFXYKOAEVBNGPEQN6CHZ53L6SUSX,"16,957 ",,
581,spam_score:,10,GDZZJIR5POUMEZOEEWW42CDELCNNPDUYM6EBHWR7YKYIQPRQU5WOSHWT,"16,517 ",,
609,spam_score:,10,GCXS32DBVLUS6PUB3YL6PNCB2LHFH2WCUTN5HNF7RL72AUKOCBTAWC3H,"16,012 ",,
710,spam_score:,10,GDATL44A54DYFPKQJHWDECQD5KMY4SFLPHCOUVUDQ7H7OSBYG26YNI5P,"14,000 ",,
852,spam_score:,10,GDK76ZF3GGKWS57KVC6KTD7UUKKNCWRWQOG7CIGQ4P7QGFNHIMJUCVMS,"11,678 ",,
1031,spam_score:,10,GCN7IWP2AU24JZ43GGQ75FLIYJZ5E5IUIOVRNNKEX3TXLTEBLAASYDV6,"10,101 ",,
1179,spam_score:,10,GAXPYAFV32YZHAD7I54UUSU2PUKUZ7DS4FB3OHD2WD65EM4I3IIOD3GG,"9,318 ",,
1192,spam_score:,10,GC4BAAY2INCYFXQNXZD2EB3BJ4YHYASJFGWLY6HSUK4HDQGCRAD5GQGY,"9,253 ",,
1227,spam_score:,10,GD337YR2VEIHD624YHKDNWYMNSYIBSS5ZTQMRREMQICY3F3DF3OIBUGD,"9,100 ",,
1320,spam_score:,10,GBCAW3JQOSCCGZ64WEDJ677KDAZ7CW6SVG3R6ULJ2SDPV4SFU3AGQG2U,"8,614 ",,
1511,spam_score:,10,GB6PTR56F6XUL7B44P47EO2YKKIDBXAUCIOI4AAEFNQ4KVODUACHERXP,"7,558 ",,
1660,spam_score:,10,GAXOEDEVJ2MC23H6IB4KV2QKMYWDVOVMZX4VLTAWQLGVYTPWZEWFTKD7,"7,001 ",,
1761,spam_score:,10,GDYKX3WA5NDDASAZI6T53CGIOTJG227G2HMPI7QWTL3PB2JQPHETLPRB,"6,585 ",,
1901,spam_score:,10,GA3IKAUBBC4V3KIJ5P2RRBWKKRQQML4DRI66QAXAY3GFMD2XQB5YBPAR,"6,076 ",,
1915,spam_score:,10,GD2R4SXMGO7TDEWYYFV26V6WIBJMQ3V6X6BEQTIGX6BZ6MO2ITHXYVI2,"6,046 ",,
1928,spam_score:,10,GBBCSXFIGSLGKSQVWUYC6JMYKIPBHOBVUFUVOE7E6IXUVRKEF3CVZ34Q,"6,032 ",,
2169,spam_score:,10,GDNLWXXJQXVFUVGI3JLBQTWKUNHDD3F4LIDOMJL2IBTRJJH3FL7XOLKU,"5,396 ",,
2644,spam_score:,10,GCW5OP6DBXBZAIHMBMRZL3TPCC6RY2ZY4HWPBLU4ALTT5WBAG77GI24M,"4,627 ",,
3683,spam_score:,10,GCURXOXIS6GJNIQ3NPWKBBPPBLOJR6FKTYNV2X43RKHYAOIRYX5Q4RT3,"3,279 ",,
4217,spam_score:,10,GCPBKMUO7MECWAZSJF2Y3NKIDJVW6K2YUS2QQA4U7EQZT5QR2BGUD2VD,"2,908 ",,
4610,spam_score:,10,GB5OEJ24DO5ISCLHMFEVHQ67ETPMYMDCWWMCSGKQ4PE6UCLMTUUYTJN7,"2,551 ",,
4883,spam_score:,10,GB4WEKSK7T4WOUB5TPTNSFMGGGDSIPZIKFBMAFLA6XDD3GRZFATTSPTK,"2,345 ",,
5935,spam_score:,10,GBPZQYJYNPJJT7VMR5IULH5BOAYPEFFHFHPTP4F2UZJYRXIF5A6LJWKX,"1,801 ",,
6348,spam_score:,10,GDKLUNP5SLQWQICUCUC7GFUEFWHWUOWYPXUIYAWSXFKORPR3NKS4EDJ2,"1,568 ",,
8692,spam_score:,10,GCT3MBE7SQN4GKEMDEDJGEXJ4DA6AU7JZ3HMNOGWYSJMIACO4H7TJO27,815 ,,
8984,spam_score:,10,GDRGSCGBNTUOUMXUASBWOB7X5Z4DJYUAXR3TDNEXQTFSYZPSBC5TANDY,703 ,,
9896,spam_score:,10,GDJXKVUUZQ5PCJ74EVE3GZNL3GJBD4YA2WAX6LVOTEL4BIE25UJDALZO,489 ,,
9921,spam_score:,10,GBQFUQKEH3ZTW2GDZ3SCBAFFYEFO532DFHFVQFYT2RBF2JOMHYJ5ZYTR,471 ,,
10233,spam_score:,10,GCY4WXLDTI67237PIIE7VKCCCBWSXTRN3IRTWACNGPPCB4WFPKEWLNK6,305 ,,
10237,spam_score:,10,GC45PUTK7D3AJOBCFVSXRAWNDZLRKBZSEEKJIM2JENBJ66NN6HUWZP5P,303 ,,
10451,spam_score:,10,GCYRPTMJYZX5BZHYAUUVH76QTXMFKGLXP2T3JHA2NM6LZVHB7GCZJ7JJ,207 ,,
10517,spam_score:,10,GBIBWCRWVYOZ2MP3JMJ3XJLG2JEOEEBRA6FL3I2NFZJVMS56EXQL767G,191 ,,
10759,spam_score:,10,GBJPJDZR6RCVXP4KAHYIM6N6PGYKL4NACG65UAJIG3IYJWQXYRAHRGZ5,116 ,,
10774,spam_score:,10,GCDRT2UHEHGPPSXQEBSSY2BVAANKMK33B5A7WCBWJ3W5EHQB4OB6DLKK,112 ,,
11046,spam_score:,10,GCNSHEGYW4RRYTNSG3TV4OSVWKWYUZ4YNSOJEDTILNTGDTJOTDTCDRI7,69 ,,
11324,spam_score:,10,GCGQXS6AA3AYZRESQ32HQTYWIB4NUEHND2T4RRIPZJ3THUMWAUDUGZI7,40 ,,
11651,spam_score:,10,GCILFXMP2VA7F3KZELUIBW2QQILMBI7SJL2CZHYHSIDWOKLB2CGYP55V,19 ,,
11859,spam_score:,10,GC6JPNMQWCCL4YBP42G4UI7TY22ABCTCQCNZZGNN7LNJIWO2B54RDV7T,11 ,,
11918,spam_score:,10,GCYSOZUEUT5QOIQ7GV7GXMQBIUXXZTCBBBOPHKUGGUZZGWINK6P2WETP,10 ,,
12062,spam_score:,10,GCSNXKDZ6AT2B6AWX2SQBIWELXUX7WSVVSLCGSBURAR4JFYXUFU3IO7W,8 ,,
12348,spam_score:,10,GAKID6NKINNOBN5BPDQY7AJTVB3NMMWE7DT63FI6SJFQCKP4CBJCSUEE,4 ,,
12412,spam_score:,10,GBM6ZVNCO6SQTYBZ5ZTGLUOQSLWW2EXPT6KZW3METSLEHHOLVOKYOC23,4 ,,
12481,spam_score:,10,GDEXSPO4QOJCFD5YZ5DS32EWMCWMQCPK3PFCXMPLAEF7D56N62OSJONO,4 ,,
12502,spam_score:,10,GAVPRJDKG5PJVMY4C5N5ATJ43CCYX6WUQNZ4BVYJMFBMSHSD2RLOFVZW,3 ,,
12838,spam_score:,10,GASYSC6UAMP5YDZPDNVXMLECPUQR23IFQC6ITPF6XM52OYFV6THSKYDL,2 ,,
13311,spam_score:,10,GBQLAYDIJOUWSP3ZHLMCTH5343TP374HFGJKMFYLUMPH6XVY2CRKAHVU,2 ,,
13494,spam_score:,10,GDISC3J222YP5DEOJ6FJQGCRLRA2R3FFZPCTREXGQNUXWGGPNJ5AQG27,2 ,,
13506,spam_score:,10,GD2ZJXLAUHSIHKIN3FBAGGIBZDYHXAO2TF6YFVBVCJCU4PCZPSHZVCOT,2 ,,
13550,spam_score:,10,GDU7QLR3NZKG5LQZNZQVBB7SRBKRSLHG7OB6EES42PCLENY7O2QKLBFB,2 ,,
13753,spam_score:,10,GA722EFZ6SPYML62ASTSPARFSOHISFM2T7MKMKC6FDVN3LCW5NCWNRKA,2 ,,
14262,spam_score:,10,GAKDF7KUR6NY5YYJOTWOI67HXT356KN4DF4ZYHLYFUYFYBO6DMVVKAEI,1 ,,
14335,spam_score:,10,GARKPUF7VEI7EDNXIVUGIMSXN5TJKTAKH3J3LF2E7HTZQJWB6SKE4M4L,1 ,,
14513,spam_score:,10,GDIZUA3WX2AOOIR3VUE2NU357JJTZEAFR5P6VGK6KEWDP766ZV6CIRRB,1 ,,
23,spam_score:,9,GALBS77NZKTTJNKWUM5COK4DUOCBLAXM7WO7XI4K46YHMVHFDHN6D3DW,"136,187 ",,
26,spam_score:,9,GAHPB4GM625SQL6N7BKFMEIET3LPGXING4CKX4YU6EGGMVRMZGWANHLP,"129,332 ",,
95,spam_score:,9,GC7TMJLRV2RF7APSXROGPP2VBGAAKV5FI7JYAWKM7OVMSOMO6TJ5LT45,"55,443 ",,
117,spam_score:,9,GCMIGOBFY3X36ZDOKJMHMTOUIIEBNHQ2QO3N3ZIFWILLTWJETNQQJYJC,"49,570 ",,
155,spam_score:,9,GDTRFIYF3JSYJCKQOZOXHZFWWEHDOIV3NBMQ2SY2IOFTOJQZAVGNGX7X,"40,910 ",,
350,spam_score:,9,GAB2EWUO2Z2JGZSTI46RPOPK2OPWCSCW3XAUDSGHEOR6UI2HW5NKNF3A,"24,440 ",,
450,spam_score:,9,GDMOQUBWHJNQ2VLICGLSG6DDSDPNWWRT4X7HEIU6QFWMIQIBDQWUL2AS,"20,272 ",,
452,spam_score:,9,GDXETXSD7O55X73UVY5N3FNII64NEA6UPA22GB3NGNAPJ3XN5BDD3EBR,"20,233 ",,
466,spam_score:,9,GBQ3J24OK4LBUJRWDYD4HLKYWKMIX5NMU3TGPXFTGIXDL2HBFN63CP27,"20,010 ",,
516,spam_score:,9,GCAPASVGI6KFCJVC6PWUOYCDDUP6QGOLJPGIBNS4VFJANQUS3N65UBDT,"18,558 ",,
683,spam_score:,9,GDRKMDLHCWNOYWHN7CU4M24DMBFEQIU2NU5FMC2NXGTYQLUHV5SPD4U4,"14,586 ",,
718,spam_score:,9,GCUAS75DWP2L5INMY6Z47NBZRU6HUCK6HBM4S37W3QTY2GMDVO6L3OK2,"13,749 ",,
719,spam_score:,9,GAUQ3M2B5HD7XJWALEXV2LEHIC3JSVLTAALKJKWM64UU3UPAJ6CJ47PU,"13,740 ",,
725,spam_score:,9,GBDLZDRQFVG2NMIZ5LZFUJSR6SXYMXSW5U3SSUGCJBNLCX4BVRZTZ25X,"13,583 ",,
742,spam_score:,9,GBYGZK45ALXZQZLVPYGIEPAZSIS2BOUGKOEMQNATUB3MZUEAQV4IYOAT,"13,150 ",,
1095,spam_score:,9,GBXFFLSXVE6S7VU7EW43GN4JNCU2K4TKB6I7DFQG3QC5TCWKAGHHNX3Z,"9,945 ",,
1188,spam_score:,9,GBLFFNAW3AH2GKSQQALNSJKJ266PP52E3IAHDCNAAONLT7JUO2UMT7K3,"9,272 ",,
1202,spam_score:,9,GB6KS5N5ELQMYJCESF3UBMTAF6JROI4SEH52BL5PP5AZHPFIIQJBYCLO,"9,205 ",,
1408,spam_score:,9,GCLEL5CO3ZI32465QKJI7PQLGAEHOUYXCTCAIHS3DENHF5QZ2OEXU43G,"8,074 ",,
1424,spam_score:,9,GCLLAEWTLZ2QPKMHGANVBXOSURLHRZTYF2V3ABPOD7D6SSVOMHWX2KYZ,"8,011 ",,
1449,spam_score:,9,GBM3TNN7V5M6XATSYXVMTOK6CRIFUFXX2ZXGGBHEGKKXZIWZA6UEV4FK,"7,952 ",,
1601,spam_score:,9,GAD3AXI2KTD2KRBWGGA2LA7ZGTMTLIJMVGC4QX2CMNHOYXEY4B5Z73GF,"7,141 ",,
1715,spam_score:,9,GCJBK63MJTGLQN2OC4IVZJALQFKWV3WZ5OICP7SC3LCF6K32444DLXWD,"6,800 ",,
2088,spam_score:,9,GBAWD3AL4DZXR7457XVPMJQCMQN7SBTUCFBMIO27JOPUMJP5PFIHGL6A,"5,579 ",,
2386,spam_score:,9,GCVRAG6JAYI25GN62KKEMB35F3DLS7WB5GJPD7DO2CCSCISOPTFOF7O6,"5,020 ",,
2387,spam_score:,9,GAYJYQJOTHPWXSTXXIJYFUOJYT6BKKTCDVVD3TODHTM5FSS3WLJINJAX,"5,018 ",,
2521,spam_score:,9,GCTH24OWKLNIBSE2Y2URJ2YSC2OMNPN5XRXWTKOO2ONUKUB73J35I7WD,"4,897 ",,
2811,spam_score:,9,GBDWDBVGD6WWZXJUS5WWZURBLSHOBEVD3UFWYJLQWQ3QC4B76WAA45BF,"4,342 ",,
2858,spam_score:,9,GA7MQGREYUPKF43THZBQUVHNRWCVUIUWF2ZD54BEM2SVYDBRSTO6HMV2,"4,274 ",,
2897,spam_score:,9,GDKPWKPQU57SECIOUX4PT7PWB2FE4ABUKQVE57WHSVOGM7Z5SV6VRYZ7,"4,219 ",,
2911,spam_score:,9,GDMOCAWW2F4X6I4C5YGVVGRUZ6ZTH7UYVDXDRUMRKJSTMD6WBG7ZQENB,"4,201 ",,
3279,spam_score:,9,GCBVDMO3YKGBA25BENJ6JIW6LFZOBPNDHVKWFBQLAVVEZPPCDPHR3F6R,"3,722 ",,
3283,spam_score:,9,GCHKOXBXCXAVXMCCAFYACWKHLEWMG2SY2X7YQP4ITU42CHKHGPMA6O67,"3,720 ",,
3381,spam_score:,9,GD54R75DKJ73HFPZIPQ5BP7DQ3UFZ7FZYUCS3I3IPF4ZI3A4TGVSSL25,"3,581 ",,
3423,spam_score:,9,GB3W5SNVYA6PLIM2KX2I6OUZ2JXPXT7XAAFNWLPBE3LOYLWWVIH63VMS,"3,535 ",,
3978,spam_score:,9,GBJY57PPIXFHXAHB7S6CKZNZ7QLEQFOMVFD3W4ISXSIPSZH6BPUIAOT5,"3,025 ",,
4569,spam_score:,9,GD6X4ED6ETKIN5LHLNKVU2GSF6UUB75X3R742MGDVTHGQ4RW5TFVBLJO,"2,584 ",,
4762,spam_score:,9,GDZ5DYKQ3ZJ2QLWDT7ZJRMSK2SLBMTMN4AJPZN2IEMFPFX36WKHMWY2V,"2,441 ",,
8928,spam_score:,9,GDJ32RUY7AE5NII5ZPPUCIFSUTMEXYCHI23AL2MSHCT2LJWT3L7R6E52,726 ,,
9130,spam_score:,9,GD7NDE3CJEOYMDHZIVVIR5MU2HIBDZEFJR6HS3TAISPAWPBQ3QMBPSHH,654 ,,
10129,spam_score:,9,GB6DTYDPPO3WHG4AJUYXQO6SOHTU4DY7LB7FCJA4PZHEDKMW26XFEXKX,359 ,,
10296,spam_score:,9,GDBQILTST4KVJF2I7AHWJOZ32UH2DX44KROVGSPTDY6SY5A6EKAD6DZT,273 ,,
10475,spam_score:,9,GC6X5R3FITTX2GBDGXLKDERWENN7E6G5HVONS6IXVZ7U7QUUJ4KL5KIC,202 ,,
10801,spam_score:,9,GDHITFC4MBNNIMANYDPOFKOXYWHOOQYIURVGAQZTC6NEVUDF3NEEBJBH,106 ,,
11010,spam_score:,9,GCELUQ5MF677TZPSXSYMADNCOSZI7RVAYXMVR2SF4ZQYRCODJ3LKNL2G,73 ,,
11146,spam_score:,9,GCJNAV7KEV52MMC3VZUNQJRVNYRFR4EJO4BLJVNBP7NJZ2H64ESZTW5I,57 ,,
11387,spam_score:,9,GBG7C2K2SNTLIGIO5XGBJJQLR2DQ4NMO3JQIARBQXXD2HUQBAQKDFA6A,35 ,,
11454,spam_score:,9,GAJPDZAV5XMTTQLWG4UNEILGD4PFPZFB6VM4NOEMIOA4KCLOT2WLRY5M,31 ,,
